m#node	C#degree	C#pagerank	C#clustering	C#closeness	C#betweenness	D#leiden	D#infomap	cD#class
Ole Eirik Lerøy	0.004930	0.000658	1.000000	0.098274	0.000000	5	4	1
Per-Erik Åsmyr	0.002817	0.000488	1.000000	0.089082	0.000000	10	4	1
Solveig Strand	0.004930	0.000658	1.000000	0.098274	0.000000	5	4	2
Svein Aaser	0.002817	0.000488	1.000000	0.089082	0.000000	10	4	1
Tor Olav Trøim	0.004930	0.000658	1.000000	0.098274	0.000000	5	4	1
Cecilie Gjedebo Andersland	0.003521	0.000664	0.800000	0.095794	0.000001	12	0	2
Jørg Peter Aronsen Andersland	0.002817	0.000541	1.000000	0.095776	0.000000	12	0	1
Trond Hermansen	0.002113	0.000426	1.000000	0.095758	0.000000	12	0	1
Wollert Hvide	0.002817	0.000541	1.000000	0.095776	0.000000	12	0	1
Cecilie Helene Bakke	0.002817	0.000590	1.000000	0.082327	0.000000	3	2	2
Eivind Hadler-Olsen	0.002817	0.000590	1.000000	0.082327	0.000000	3	2	1
Ellen Merete Hanetho	0.006338	0.001119	0.444444	0.095277	0.005878	3	2	2
Harald Moræus-Hanssen	0.002817	0.000590	1.000000	0.082327	0.000000	3	2	1
Jon-Aksel Torgersen	0.004930	0.001050	0.428571	0.082366	0.002531	3	2	1
Cecilie Johnsen	0.002817	0.000481	1.000000	0.090053	0.000000	1	3	2
Jon Harald Nordbrekken	0.002817	0.000481	1.000000	0.090053	0.000000	1	3	1
Cecilie Steenhoff Lind	0.002113	0.000412	1.000000	0.089990	0.000000	20	0	2
William Paus	0.002113	0.000412	1.000000	0.089990	0.000000	20	0	1
Charlotte Bjørn Gamst	0.001408	0.000356	1.000000	0.090005	0.000000	14	0	2
Pål Listuen	0.001408	0.000356	1.000000	0.090005	0.000000	14	0	1
Charlotte Jansdotter Brogren	0.002817	0.000493	1.000000	0.110479	0.000000	2	9	2
Ole Jørgen Fredriksen	0.008451	0.001255	0.333333	0.126238	0.022544	2	9	1
Terje Walther Christoffersen	0.002817	0.000493	1.000000	0.110479	0.000000	2	9	1
Christen Knudsen	0.002817	0.000704	1.000000	0.002817	0.000000	64	54	1
Goran Sigfrid Gunnar Sigfridsson	0.002817	0.000704	1.000000	0.002817	0.000000	64	54	1
Hedda Foss Five	0.002817	0.000704	1.000000	0.002817	0.000000	64	54	2
Mona Elisabeth Møller	0.002817	0.000704	1.000000	0.002817	0.000000	64	54	2
Reidar Huglen	0.002817	0.000704	1.000000	0.002817	0.000000	64	54	1
Christian Atle Lundstrøm Selmer	0.001408	0.000373	1.000000	0.092759	0.000000	11	1	1
Henrik Tangen	0.001408	0.000373	1.000000	0.092759	0.000000	11	1	1
Christian Due	0.002817	0.000486	1.000000	0.102521	0.000000	8	8	1
David Lawrence Shuler	0.002817	0.000486	1.000000	0.102521	0.000000	8	8	1
Per-Ola Baalerud	0.002817	0.000486	1.000000	0.102521	0.000000	8	8	1
Christian Flod Stangeland	0.001408	0.000704	1.000000	0.001408	0.000000	110	101	1
Einar Idar Bjørgen	0.001408	0.000704	1.000000	0.001408	0.000000	110	101	1
Steinar Sønsteby	0.001408	0.000704	1.000000	0.001408	0.000000	110	101	1
Christian Joseph Jean Marcel Tordo	0.001408	0.000704	1.000000	0.001408	0.000000	111	102	1
Ian William Caxton Spencer	0.001408	0.000704	1.000000	0.001408	0.000000	111	102	1
Merethe Nordhelle Jørgensen	0.001408	0.000704	1.000000	0.001408	0.000000	111	102	2
Christian Martin Falster	0.001408	0.000704	1.000000	0.001408	0.000000	112	103	1
Ingelin Drøpping	0.001408	0.000704	1.000000	0.001408	0.000000	112	103	2
Øystein Myrvold	0.001408	0.000704	1.000000	0.001408	0.000000	112	103	1
Christian Rytter	0.003521	0.000605	1.000000	0.083480	0.000000	15	10	1
Henrik Gøsta Axel von Platen	0.003521	0.000605	1.000000	0.083480	0.000000	15	10	1
Jan Ole Stangeland	0.003521	0.000605	1.000000	0.083480	0.000000	15	10	1
Kjersti Enkerud Ringdal	0.003521	0.000605	1.000000	0.083480	0.000000	15	10	2
Sverre Jørgen Tidemand	0.003521	0.000605	1.000000	0.083480	0.000000	15	10	1
Christian Syverstad	0.002113	0.000704	1.000000	0.002113	0.000000	84	75	1
John Arthur Olafsen	0.002113	0.000704	1.000000	0.002113	0.000000	84	75	1
Rudolf Giuseppe Galligani	0.002113	0.000704	1.000000	0.002113	0.000000	84	75	1
Tore Nyhus	0.002113	0.000704	1.000000	0.002113	0.000000	84	75	1
Fredrikke Aaeng	0.002113	0.000462	1.000000	0.083182	0.000000	9	6	2
Geir Lie	0.002113	0.000462	1.000000	0.083182	0.000000	9	6	1
Øyvind Norli	0.002113	0.000416	1.000000	0.096316	0.000000	9	6	1
Christin Steen-Nilsen	0.001408	0.000704	1.000000	0.001408	0.000000	113	104	2
Gottfred Langseth	0.001408	0.000704	1.000000	0.001408	0.000000	113	104	1
Jon Erik Reinhardsen	0.001408	0.000704	1.000000	0.001408	0.000000	113	104	1
Christine Cross	0.001408	0.000458	1.000000	0.002535	0.000000	30	25	2
Lars Magnus Mattsson	0.001408	0.000458	1.000000	0.002535	0.000000	30	25	1
Christine Rødsæther	0.002817	0.000704	1.000000	0.002817	0.000000	65	55	2
Knut Ravnå	0.002817	0.000704	1.000000	0.002817	0.000000	65	55	1
Kristin Reitan Husebø	0.002817	0.000704	1.000000	0.002817	0.000000	65	55	2
Roald Georg Bergsaker	0.002817	0.000704	1.000000	0.002817	0.000000	65	55	1
Steinar Madsen	0.002817	0.000704	1.000000	0.002817	0.000000	65	55	1
Claes Martin Falkevall	0.002113	0.000704	1.000000	0.002113	0.000000	85	76	1
Grethe Helene Viksaas	0.002113	0.000704	1.000000	0.002113	0.000000	85	76	2
Ingvild Ragna Myhre	0.002113	0.000704	1.000000	0.002113	0.000000	85	76	2
Paal Scheen Raaholt	0.002113	0.000704	1.000000	0.002113	0.000000	85	76	1
Clare Anne White	0.001408	0.000704	1.000000	0.001408	0.000000	114	105	2
Robert Wilson	0.001408	0.000704	1.000000	0.001408	0.000000	114	105	1
Susan Margaret Cox	0.001408	0.000704	1.000000	0.001408	0.000000	114	105	2
Cornelia Ann O Neill Kormeseth	0.002817	0.000704	1.000000	0.002817	0.000000	66	56	2
Fredrik Stange	0.002817	0.000704	1.000000	0.002817	0.000000	66	56	1
Gro Merete Brækken	0.002817	0.000704	1.000000	0.002817	0.000000	66	56	2
Kristen Fretheim	0.002817	0.000704	1.000000	0.002817	0.000000	66	56	1
Per Audun Lillebø	0.002817	0.000704	1.000000	0.002817	0.000000	66	56	1
Trond Horneland	0.002113	0.000437	1.000000	0.095758	0.000000	12	0	1
Trond Tviberg	0.002113	0.000437	1.000000	0.095758	0.000000	12	0	1
Dag Andresen	0.002113	0.000352	1.000000	0.103411	0.000000	3	5	1
Dag Foss Lilleaas	0.001408	0.000704	1.000000	0.001408	0.000000	115	106	1
Dag Herland Honningsvåg	0.001408	0.000704	1.000000	0.001408	0.000000	115	106	1
Stig Torvund	0.001408	0.000704	1.000000	0.001408	0.000000	115	106	1
Dag Ivar Thobroe	0.002817	0.000511	1.000000	0.084276	0.000000	8	8	1
Eli Ystad	0.009155	0.001209	0.538462	0.097955	0.003371	8	8	2
Erik Arvid Franck	0.002817	0.000511	1.000000	0.084276	0.000000	8	8	1
Kjersti Hønstad	0.002817	0.000511	1.000000	0.084276	0.000000	8	8	2
Kjetil Reinsberg	0.002817	0.000511	1.000000	0.084276	0.000000	8	8	1
Dan-Viggo Bergtun	0.000704	0.000704	0.000000	0.000704	0.000000	142	133	1
Eva Anna-Lee Bergtun	0.000704	0.000704	0.000000	0.000704	0.000000	142	133	2
David Patrick Russell	0.002113	0.000704	1.000000	0.002113	0.000000	86	77	1
Margaret Lesley Jones	0.002113	0.000704	1.000000	0.002113	0.000000	86	77	2
Melanie Montague Trent	0.002113	0.000704	1.000000	0.002113	0.000000	86	77	2
Ralph John Whelan	0.002113	0.000704	1.000000	0.002113	0.000000	86	77	1
Ebba Cecilia Margareta Åsly Fåhraeus	0.001408	0.000312	1.000000	0.096443	0.000000	2	6	2
Leif Claes Johan Lindqvist	0.004225	0.000718	0.466667	0.111029	0.001715	2	9	1
Eelke Sjouke Titus Strikwerda	0.001408	0.000704	1.000000	0.001408	0.000000	116	107	1
Gunnar Espeland	0.001408	0.000704	1.000000	0.001408	0.000000	116	107	1
Julie Johnson Robertson	0.001408	0.000704	1.000000	0.001408	0.000000	116	107	2
Einar Mårstad	0.001408	0.000704	1.000000	0.001408	0.000000	117	108	1
Finn Pedersen	0.001408	0.000704	1.000000	0.001408	0.000000	117	108	1
Rikard Arne Storvestre	0.001408	0.000704	1.000000	0.001408	0.000000	117	108	1
Eirik Steen Nøding	0.001408	0.000704	1.000000	0.001408	0.000000	118	109	1
Pål Reinert Bredvei	0.001408	0.000704	1.000000	0.001408	0.000000	118	109	1
Ralf Wilfried Baumann	0.001408	0.000704	1.000000	0.001408	0.000000	118	109	1
Eirik Stenberg	0.001408	0.000704	1.000000	0.001408	0.000000	119	110	1
Morten Bjarne Olsen	0.001408	0.000704	1.000000	0.001408	0.000000	119	110	1
Tommy Sveen	0.001408	0.000704	1.000000	0.001408	0.000000	119	110	1
Ellen Solstad	0.003521	0.000583	1.000000	0.070385	0.000000	1	3	2
Gudmundur Asgeirsson	0.003521	0.000583	1.000000	0.070385	0.000000	1	3	1
Hans Inge Balchen Slethei	0.003521	0.000583	1.000000	0.070385	0.000000	1	3	1
Synnøve Seglem	0.003521	0.000583	1.000000	0.070385	0.000000	1	3	2
Eivind Grimsø Moe	0.002817	0.000704	1.000000	0.002817	0.000000	67	57	1
Hans-Ole Jochumsen	0.002817	0.000704	1.000000	0.002817	0.000000	67	57	1
Ingrid Maria Magdalena Hartman	0.002817	0.000704	1.000000	0.002817	0.000000	67	57	2
Jens Olof Henriksson	0.002817	0.000704	1.000000	0.002817	0.000000	67	57	1
Suzanne Dahl	0.002817	0.000704	1.000000	0.002817	0.000000	67	57	2
Fiona Forbes Walker	0.005634	0.000692	1.000000	0.088314	0.000000	19	1	2
Jonas Per Jonhede	0.005634	0.000692	1.000000	0.088314	0.000000	19	1	1
Maria Tallaksen	0.005634	0.000692	1.000000	0.088314	0.000000	19	1	2
Per Inge Remmen	0.005634	0.000692	1.000000	0.088314	0.000000	19	1	1
Reynir Kjær Indahl	0.005634	0.000692	1.000000	0.088314	0.000000	19	1	1
Thomas Nils Robert Nilsson	0.005634	0.000692	1.000000	0.088314	0.000000	19	1	1
Tove Magnussen	0.005634	0.000692	1.000000	0.088314	0.000000	19	1	2
Eldri Prestegård	0.002113	0.000704	1.000000	0.002113	0.000000	87	78	2
Ian David Gilham	0.002113	0.000704	1.000000	0.002113	0.000000	87	78	1
Karen Bibow	0.002113	0.000704	1.000000	0.002113	0.000000	87	78	2
Ronny Hermansen	0.002113	0.000704	1.000000	0.002113	0.000000	87	78	1
Kathryn Moore Baker	0.003521	0.000542	1.000000	0.120225	0.000000	2	6	2
Eli Folkestadås	0.000704	0.000704	0.000000	0.000704	0.000000	143	134	2
Jørgen Randers	0.000704	0.000704	0.000000	0.000704	0.000000	143	134	1
Harald Arnet	0.001408	0.000333	1.000000	0.064114	0.000000	1	3	1
Jan Haudemann-Andersen	0.001408	0.000333	1.000000	0.064114	0.000000	1	3	1
Ella Skjørestad	0.006338	0.000779	1.000000	0.097880	0.000000	8	8	2
Finn Haugan	0.006338	0.000779	1.000000	0.097880	0.000000	8	8	1
Hans Olav Karde	0.006338	0.000779	1.000000	0.097880	0.000000	8	8	1
Harald Gaupen	0.006338	0.000779	1.000000	0.097880	0.000000	8	8	1
Kristin Undheim	0.006338	0.000779	1.000000	0.097880	0.000000	8	8	2
Stig Arne Engen	0.006338	0.000779	1.000000	0.097880	0.000000	8	8	1
Tore Medhus	0.006338	0.000779	1.000000	0.097880	0.000000	8	8	1
Terje Johannes Kolberg Andersen	0.001408	0.000286	1.000000	0.092608	0.000000	10	4	1
Elisabeth Bjøre	0.004225	0.000653	1.000000	0.077754	0.000000	18	3	2
Heidi Christin Ekrem	0.004225	0.000653	1.000000	0.077754	0.000000	18	3	2
Pål Tajet	0.004225	0.000653	1.000000	0.077754	0.000000	18	3	1
Per Simon Slettebø	0.004225	0.000653	1.000000	0.077754	0.000000	18	3	1
Svein Eivindson Skorstad	0.004225	0.000653	1.000000	0.077754	0.000000	18	3	1
Torstein Amund Opdahl	0.004225	0.000653	1.000000	0.077754	0.000000	18	3	1
Elisabeth Gunilla Andreasson Andreassen	0.001408	0.000397	1.000000	0.085729	0.000000	5	2	2
Jan Egil Moe	0.001408	0.000397	1.000000	0.085729	0.000000	5	2	1
Elisabeth Runa Hurlen	0.004225	0.000704	1.000000	0.004225	0.000000	36	26	2
Frank Edvard Sve	0.004225	0.000704	1.000000	0.004225	0.000000	36	26	1
Greta Remø Klokk	0.004225	0.000704	1.000000	0.004225	0.000000	36	26	2
Jan Kåre Aurdal	0.004225	0.000704	1.000000	0.004225	0.000000	36	26	1
Leif Jarle Aure	0.004225	0.000704	1.000000	0.004225	0.000000	36	26	1
Oddmund Langlo	0.004225	0.000704	1.000000	0.004225	0.000000	36	26	1
Synnøve Ramstad	0.004225	0.000704	1.000000	0.004225	0.000000	36	26	2
Elizabeth Schilling	0.001408	0.000704	1.000000	0.001408	0.000000	120	111	2
Jan Øistein Nielsen	0.001408	0.000704	1.000000	0.001408	0.000000	120	111	1
Monica Nielsen	0.001408	0.000704	1.000000	0.001408	0.000000	120	111	2
Kari Stenersen	0.003521	0.000615	1.000000	0.095153	0.000000	3	2	2
Ketil Sandhaug	0.003521	0.000615	1.000000	0.095153	0.000000	3	2	1
Per Carl Arne Molin	0.003521	0.000615	1.000000	0.095153	0.000000	3	2	1
Widar Olsen	0.003521	0.000615	1.000000	0.095153	0.000000	3	2	1
Else Kirsti Vika Furu	0.002113	0.000704	1.000000	0.002113	0.000000	88	79	2
Inge Furu	0.002113	0.000704	1.000000	0.002113	0.000000	88	79	1
Peder Ruud	0.002113	0.000704	1.000000	0.002113	0.000000	88	79	1
Torunn Nerby	0.002113	0.000704	1.000000	0.002113	0.000000	88	79	2
Else Kristine Krüger Hagen	0.002817	0.000599	1.000000	0.078989	0.000000	0	5	2
Erling Øverland	0.002817	0.000599	1.000000	0.078989	0.000000	0	5	1
Flemming Ørnskov	0.002817	0.000599	1.000000	0.078989	0.000000	0	5	1
Kjetil Tasken	0.002817	0.000599	1.000000	0.078989	0.000000	0	5	1
Elsebeth Budolfsen	0.002817	0.000506	1.000000	0.102133	0.000000	16	5	2
Eric Cameron	0.004225	0.000829	0.466667	0.102174	0.001689	16	5	1
Henrik Lund	0.005634	0.000912	0.428571	0.105671	0.013197	16	5	1
Endre Tarald Glastad	0.002113	0.000434	1.000000	0.092978	0.000000	11	1	1
Terje Sommer	0.002113	0.000434	1.000000	0.092978	0.000000	11	1	1
Kari Fredriksen	0.001408	0.000390	1.000000	0.087351	0.000000	16	5	2
Thor Gullik Kamfjord	0.001408	0.000390	1.000000	0.087351	0.000000	16	5	1
Erik Edvard Tønnesen	0.002817	0.000704	1.000000	0.002817	0.000000	68	58	1
Gunnar Norheim	0.002817	0.000704	1.000000	0.002817	0.000000	68	58	1
Marie Helena Levander	0.002817	0.000704	1.000000	0.002817	0.000000	68	58	2
Ove Gusevik	0.002817	0.000704	1.000000	0.002817	0.000000	68	58	1
Petter Berge	0.002817	0.000704	1.000000	0.002817	0.000000	68	58	1
Erik Mogens Mathiesen	0.001408	0.000704	1.000000	0.001408	0.000000	121	112	1
Gunnlaugur Jônsson	0.001408	0.000704	1.000000	0.001408	0.000000	121	112	1
Sandra Nan Shaw	0.001408	0.000704	1.000000	0.001408	0.000000	121	112	2
Gunnar Kjell Bjørkavåg	0.004225	0.000558	1.000000	0.122437	0.000000	14	0	1
Ingar Sletten Kolloen	0.004225	0.000558	1.000000	0.122437	0.000000	14	0	1
Kjell Christian Ulrichsen	0.005634	0.000729	0.714286	0.114888	0.000148	14	0	1
Luciana Berger	0.002817	0.000406	1.000000	0.107040	0.000000	14	0	2
Marianne Elisabeth Sigurdson Lyngvi	0.004225	0.000565	1.000000	0.114837	0.000000	14	0	2
Siri Birgit Teigum	0.004225	0.000558	1.000000	0.122437	0.000000	14	0	2
Trine Must	0.006338	0.000801	0.583333	0.122643	0.001515	14	0	2
Trine Syvertsen	0.004225	0.000558	1.000000	0.122437	0.000000	14	0	2
Erik Ronny Pinnås	0.002817	0.000419	1.000000	0.119025	0.000000	20	6	1
Guri Kogstad	0.002817	0.000419	1.000000	0.119025	0.000000	20	6	2
Gunnar Rørstad	0.002817	0.000554	1.000000	0.068503	0.000000	19	1	1
Ingrid Alfheim	0.002817	0.000554	1.000000	0.068503	0.000000	19	1	2
Kjersti Grimsrud	0.002817	0.000554	1.000000	0.068503	0.000000	19	1	2
Svein Arild Mathisen	0.002817	0.000554	1.000000	0.068503	0.000000	19	1	1
Espen Edwin Wiik	0.002113	0.000487	1.000000	0.077402	0.000000	13	1	1
Harald Walther	0.002113	0.000487	1.000000	0.077402	0.000000	13	1	1
Hege Bømark	0.005634	0.000988	0.464286	0.088758	0.005044	13	1	2
Eva Margrete Holt Kristensen	0.001408	0.000704	1.000000	0.001408	0.000000	122	113	2
Gustaf Solerød Christensen	0.001408	0.000704	1.000000	0.001408	0.000000	122	113	1
Tore Enger	0.001408	0.000704	1.000000	0.001408	0.000000	122	113	1
Jonathan Harry Lourie	0.002817	0.000488	1.000000	0.101045	0.000000	10	4	1
Kristen Stein Jakobsen	0.002817	0.000488	1.000000	0.101045	0.000000	10	4	1
Walter Sognnes	0.002817	0.000488	1.000000	0.101045	0.000000	10	4	1
Gabriella Teodora Bastiani	0.001408	0.000319	1.000000	0.091110	0.000000	3	4	2
Finn Lervik	0.001408	0.000704	1.000000	0.001408	0.000000	123	114	1
Tone Liset	0.001408	0.000704	1.000000	0.001408	0.000000	123	114	2
Willy Gautvik	0.001408	0.000704	1.000000	0.001408	0.000000	123	114	1
Franz Peter Göran Lindelöv	0.001408	0.000380	1.000000	0.051622	0.000000	4	7	1
Fredrik Jansen Sommernes	0.001408	0.000506	1.000000	0.003565	0.000000	24	16	1
Johannes Sjøflot	0.003521	0.001193	0.300000	0.004388	0.000014	24	16	1
Kerstin Birgitta Johansson Hedberg	0.002817	0.000492	1.000000	0.102954	0.000000	3	2	2
Øystein Elgan	0.002817	0.000492	1.000000	0.102954	0.000000	3	2	1
Jon Rømer Sandberg	0.002817	0.000504	1.000000	0.075132	0.000000	17	11	1
Per Kristian Olsen	0.002817	0.000504	1.000000	0.075132	0.000000	17	11	1
Unni Marie Rådalen	0.002817	0.000504	1.000000	0.075132	0.000000	17	11	2
Frode Kværneng	0.004225	0.000704	1.000000	0.004225	0.000000	37	27	1
Henning Jarl Forsberg	0.004225	0.000704	1.000000	0.004225	0.000000	37	27	1
Karl Anders Hasler Følstad	0.004225	0.000704	1.000000	0.004225	0.000000	37	27	1
Karsten Flemming Hansen	0.004225	0.000704	1.000000	0.004225	0.000000	37	27	1
Morten Huth	0.004225	0.000704	1.000000	0.004225	0.000000	37	27	1
Øyvind Stene	0.004225	0.000704	1.000000	0.004225	0.000000	37	27	1
Yngvar Reinholdt Wernersen	0.004225	0.000704	1.000000	0.004225	0.000000	37	27	1
Haavard Nord	0.002817	0.000574	1.000000	0.085272	0.000000	17	11	1
Line Cathrine Jørgensdatter Heje Brekke	0.002817	0.000574	1.000000	0.085272	0.000000	17	11	2
Silvija Seres	0.002817	0.000574	1.000000	0.085272	0.000000	17	11	2
Stein Surlien	0.002817	0.000574	1.000000	0.085272	0.000000	17	11	1
Geir Olsen	0.001408	0.000296	1.000000	0.097563	0.000000	8	8	1
Geir Atle Sjøberg	0.001408	0.000704	1.000000	0.001408	0.000000	124	115	1
Ina Merete Flaatin	0.001408	0.000704	1.000000	0.001408	0.000000	124	115	2
Rune Askeland	0.001408	0.000704	1.000000	0.001408	0.000000	124	115	1
Geir Reigstad	0.001408	0.000704	1.000000	0.001408	0.000000	125	116	1
Jan Henrik Paulsson	0.001408	0.000704	1.000000	0.001408	0.000000	125	116	1
Tatjana Ilic	0.001408	0.000704	1.000000	0.001408	0.000000	125	116	2
Gert Wilhelm Munthe	0.003521	0.000704	1.000000	0.003521	0.000000	45	36	1
Hilde Furberg	0.003521	0.000704	1.000000	0.003521	0.000000	45	36	2
Jo Erik Johnsrud Klaveness	0.003521	0.000704	1.000000	0.003521	0.000000	45	36	1
Jo Olav Lunder	0.003521	0.000704	1.000000	0.003521	0.000000	45	36	1
Rikke Kathrine Tobiasson Reinemo	0.003521	0.000704	1.000000	0.003521	0.000000	45	36	2
Siri Fürst	0.003521	0.000704	1.000000	0.003521	0.000000	45	36	2
Glen Ole Rødland	0.002817	0.000514	1.000000	0.098976	0.000000	8	8	1
Gunnar Hvammen	0.002817	0.000514	1.000000	0.098976	0.000000	8	8	1
Øystein Stray Spetalen	0.002817	0.000514	1.000000	0.098976	0.000000	8	8	1
Glenn Fred Arne Eilertsen	0.001408	0.000704	1.000000	0.001408	0.000000	126	117	1
Hans Erik Solmunde	0.001408	0.000704	1.000000	0.001408	0.000000	126	117	1
Janne Garvik	0.001408	0.000704	1.000000	0.001408	0.000000	126	117	2
Gro Fjellheim	0.001408	0.000704	1.000000	0.001408	0.000000	127	118	2
Harald Bjørn Gløersen	0.001408	0.000704	1.000000	0.001408	0.000000	127	118	1
Vigdis Føllesdal	0.001408	0.000704	1.000000	0.001408	0.000000	127	118	2
Gry Hege Sølsnes	0.002817	0.000526	1.000000	0.092009	0.000000	6	0	2
Nora Førisdal Larssen	0.002817	0.000526	1.000000	0.092009	0.000000	6	0	2
Olav Kjell Holtan	0.002817	0.000526	1.000000	0.092009	0.000000	6	0	1
Stian Ekornes	0.002817	0.000526	1.000000	0.092009	0.000000	6	0	1
Gunnar Hviding	0.004225	0.000704	1.000000	0.004225	0.000000	38	28	1
Jan Leif Kristiansen	0.004225	0.000704	1.000000	0.004225	0.000000	38	28	1
Lynne Blakey Beutlich	0.004225	0.000704	1.000000	0.004225	0.000000	38	28	2
Renata Maria-Anna Jungo Brüngger	0.004225	0.000704	1.000000	0.004225	0.000000	38	28	2
Richard Charles Graves	0.004225	0.000704	1.000000	0.004225	0.000000	38	28	1
Robert Earl Daniel	0.004225	0.000704	1.000000	0.004225	0.000000	38	28	1
Willy G E Vandomael	0.004225	0.000704	1.000000	0.004225	0.000000	38	28	1
Gunnar Sten Bøckmann	0.003521	0.000549	1.000000	0.104871	0.000000	3	2	1
Knut Trygve Flakk	0.003521	0.000549	1.000000	0.104871	0.000000	3	2	1
Sverre Narvesen	0.003521	0.000549	1.000000	0.104871	0.000000	3	2	1
Gustav Ingemar Kihlström	0.002817	0.000493	1.000000	0.097322	0.000000	16	5	1
Tom Edward Pike	0.002817	0.000493	1.000000	0.097322	0.000000	16	5	1
Ulrica Slåne	0.002817	0.000493	1.000000	0.097322	0.000000	16	5	2
Steen Parsholt	0.002817	0.000577	1.000000	0.087545	0.000000	1	3	1
Torbjørn Martinsen	0.002817	0.000577	1.000000	0.087545	0.000000	1	3	1
Tore Tenold	0.002817	0.000577	1.000000	0.087545	0.000000	1	3	1
Turid Grotmoll	0.002817	0.000577	1.000000	0.087545	0.000000	1	3	2
Haakon Emil Shetelig	0.002113	0.000541	1.000000	0.072465	0.000000	3	2	1
Thomas Holtan Leskovsky	0.002113	0.000541	1.000000	0.072465	0.000000	3	2	1
Tove Auset	0.002113	0.000541	1.000000	0.072465	0.000000	3	2	2
Halle Ragnar Sivertsen	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	1
Jane Hennie Sandvik Rasmussen	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	2
Jarle Ketil Rasmussen	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	1
Kari Rolstad	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	2
Mari Anne Hoff	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	2
Michael Jan Momyr	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	1
Odd Reidar Øie	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	1
Ole Dag Rustad	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	1
Tordis Birgitte Vitsø Kjørsvik	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	2
Vidar Kjesbu	0.006338	0.000704	1.000000	0.006338	0.000000	27	17	1
Hanne Høvding	0.002817	0.000605	1.000000	0.004074	0.000000	25	18	2
Harald Voigt	0.002817	0.000605	1.000000	0.004074	0.000000	25	18	1
Joan Kristin Frost Urstad	0.002817	0.000605	1.000000	0.004074	0.000000	25	18	2
Jon Ola Frankplads	0.002817	0.000605	1.000000	0.004074	0.000000	25	18	1
Morten Opstad	0.006338	0.001201	0.444444	0.006338	0.000020	25	18	1
Hans Berg	0.001408	0.000704	1.000000	0.001408	0.000000	128	119	1
Kristin Marie Nimsger	0.001408	0.000704	1.000000	0.001408	0.000000	128	119	2
Peter Böhret	0.001408	0.000704	1.000000	0.001408	0.000000	128	119	1
Hans Christian Lous	0.002817	0.000704	1.000000	0.002817	0.000000	69	59	1
Heidi Van Der Kooij	0.002817	0.000704	1.000000	0.002817	0.000000	69	59	2
Hiroko Mowill	0.002817	0.000704	1.000000	0.002817	0.000000	69	59	2
Per Magne Bårdsgjerde	0.002817	0.000704	1.000000	0.002817	0.000000	69	59	1
Rolf Jan Mowill	0.002817	0.000704	1.000000	0.002817	0.000000	69	59	1
Harold Clive Mather	0.002817	0.000704	1.000000	0.002817	0.000000	70	60	1
John Rowland Wilson	0.002817	0.000704	1.000000	0.002817	0.000000	70	60	1
Kristine Holm	0.002817	0.000704	1.000000	0.002817	0.000000	70	60	2
Lars Marcus Hansson	0.002817	0.000704	1.000000	0.002817	0.000000	70	60	1
Tone Kvåle	0.002817	0.000704	1.000000	0.002817	0.000000	70	60	2
Jan Petter Storetvedt	0.003521	0.000580	1.000000	0.088666	0.000000	13	1	1
Mikkel Vislie	0.003521	0.000580	1.000000	0.088666	0.000000	13	1	1
Roar Engeland	0.003521	0.000580	1.000000	0.088666	0.000000	13	1	1
Svein Sivertsen	0.003521	0.000466	1.000000	0.112789	0.000000	5	4	1
Hilde Waage	0.002817	0.000431	1.000000	0.073357	0.000000	1	3	2
Helge Ranvik	0.002817	0.000506	1.000000	0.096679	0.000000	14	0	1
Kari Mette Tjølsen Pah	0.002817	0.000506	1.000000	0.096679	0.000000	14	0	2
Lars Rønn	0.002817	0.000506	1.000000	0.096679	0.000000	14	0	1
Lise Sofie Haug Nissen-Meyer	0.002817	0.000506	1.000000	0.096679	0.000000	14	0	2
Ivar Qvist	0.001408	0.000329	1.000000	0.108929	0.000000	4	6	1
Siv Blanca Børge-Ask	0.002817	0.000638	0.333333	0.110028	0.006803	4	6	2
Jan Inge Nore	0.001408	0.000462	1.000000	0.002817	0.000000	28	19	1
Mons Svendal Aase	0.001408	0.000462	1.000000	0.002817	0.000000	28	19	1
John Edward Berriman	0.004930	0.000673	1.000000	0.092324	0.000000	16	1	1
Joseph Anderson	0.004930	0.000673	1.000000	0.092324	0.000000	16	1	1
Judith Ann Hemberger	0.004930	0.000673	1.000000	0.092324	0.000000	16	1	2
Kapil Dhingra	0.004930	0.000673	1.000000	0.092324	0.000000	16	1	1
Per Anders Göte Samuelsson	0.004930	0.000673	1.000000	0.092324	0.000000	16	1	1
Stein Holst Annexstad	0.004930	0.000673	1.000000	0.092324	0.000000	16	1	1
Hilde Maren Haugnes Schjager	0.002113	0.000704	1.000000	0.002113	0.000000	89	80	2
Karl Anders Grønland	0.002113	0.000704	1.000000	0.002113	0.000000	89	80	1
