m#node	C#degree	C#pagerank	C#clustering	C#closeness	C#betweenness	D#leiden	D#infomap	cD#class
java.nio.channels.ClosedSelectorException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.ConnectionPendingException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.DatagramChannel	0.009901	0.000807	0.428571	0.479279	0.000969	9	19	28
java.nio.channels.FileChannel	0.011221	0.000947	0.308824	0.479734	0.001706	9	19	28
java.nio.channels.FileLock	0.002640	0.000269	1.000000	0.477316	0.000000	0	0	28
java.nio.channels.FileLockInterruptionException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.GatheringByteChannel	0.003300	0.000335	0.500000	0.327143	0.000002	9	19	28
java.nio.channels.IllegalBlockingModeException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.IllegalSelectorException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.InterruptibleChannel	0.001320	0.000213	1.000000	0.323995	0.000000	9	19	28
java.nio.channels.NoConnectionPendingException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.NonReadableChannelException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.NonWritableChannelException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.NotYetBoundException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.NotYetConnectedException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.OverlappingFileLockException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.Pipe	0.002640	0.000269	1.000000	0.476715	0.000000	0	0	28
java.nio.channels.ReadableByteChannel	0.004620	0.000447	0.238095	0.328349	0.000017	9	19	28
java.nio.channels.ScatteringByteChannel	0.003300	0.000333	0.500000	0.327214	0.000002	9	19	28
java.nio.channels.SelectableChannel	0.008581	0.000709	0.666667	0.479127	0.000315	9	19	28
java.nio.channels.SelectionKey	0.006601	0.000547	0.866667	0.478069	0.000001	9	19	28
java.nio.channels.Selector	0.008581	0.000679	0.679487	0.478522	0.000008	9	19	28
java.nio.channels.ServerSocketChannel	0.006601	0.000548	0.844444	0.478371	0.000002	9	19	28
java.nio.channels.SocketChannel	0.009901	0.000801	0.457143	0.479279	0.000968	9	19	28
java.nio.channels.UnresolvedAddressException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.UnsupportedAddressTypeException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	28
java.nio.channels.WritableByteChannel	0.003960	0.000403	0.333333	0.327143	0.000008	9	19	28
java.nio.channels.spi.AbstractInterruptibleChannel	0.004620	0.000464	0.523810	0.478220	0.001612	9	19	29
java.nio.channels.spi.AbstractSelectableChannel	0.006601	0.000544	0.933333	0.478069	0.000000	9	19	29
java.nio.channels.spi.AbstractSelectionKey	0.003960	0.000359	1.000000	0.477015	0.000000	9	19	29
java.nio.channels.spi.AbstractSelector	0.003960	0.000347	0.800000	0.477015	0.000001	9	19	29
java.nio.channels.spi.SelectorProvider	0.007921	0.000661	0.636364	0.478976	0.000315	9	19	29
java.nio.charset.CharacterCodingException	0.005941	0.000467	0.888889	0.477617	0.000000	1	1	30
java.nio.charset.Charset	0.009241	0.000687	0.461538	0.479279	0.000024	4	31	30
java.nio.charset.CharsetDecoder	0.006601	0.000542	0.644444	0.478522	0.000004	4	31	30
java.nio.charset.CharsetEncoder	0.007261	0.000581	0.563636	0.478673	0.000008	4	31	30
java.nio.charset.CoderMalfunctionError	0.005281	0.000416	0.928571	0.477767	0.000000	1	1	30
java.nio.charset.CoderResult	0.003300	0.000313	0.900000	0.476715	0.000000	4	31	30
java.nio.charset.CodingErrorAction	0.003300	0.000313	0.900000	0.476715	0.000000	4	31	30
java.nio.charset.IllegalCharsetNameException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	30
java.nio.charset.MalformedInputException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	30
java.nio.charset.UnmappableCharacterException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	30
java.nio.charset.UnsupportedCharsetException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	30
java.nio.charset.spi.CharsetProvider	0.003300	0.000302	0.700000	0.476865	0.000001	4	31	31
java.rmi.AccessException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.AlreadyBoundException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	32
java.rmi.ConnectException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.ConnectIOException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.MarshalException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.MarshalledObject	0.007921	0.000675	0.439394	0.478976	0.001346	6	10	32
java.rmi.Naming	0.002640	0.000273	0.500000	0.477767	0.000191	0	0	32
java.rmi.NoSuchObjectException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	32
java.rmi.NotBoundException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	32
java.rmi.RMISecurityException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	32
java.rmi.RMISecurityManager	0.005941	0.000494	0.750000	0.477617	0.000002	3	33	32
java.rmi.Remote	0.012541	0.001150	0.187135	0.327709	0.001148	6	10	32
java.rmi.RemoteException	0.015182	0.001083	0.458498	0.479734	0.000016	1	1	32
java.rmi.ServerError	0.005281	0.000417	0.928571	0.477466	0.000000	1	1	32
java.rmi.ServerException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.ServerRuntimeException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.StubNotFoundException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.UnexpectedException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.UnknownHostException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.UnmarshalException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	32
java.rmi.activation.Activatable	0.008581	0.000696	0.410256	0.480190	0.000450	6	10	33
java.rmi.activation.ActivateFailedException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	33
java.rmi.activation.ActivationDesc	0.007261	0.000602	0.581818	0.478824	0.000516	6	10	33
java.rmi.activation.ActivationException	0.005941	0.000467	0.888889	0.477918	0.000001	1	1	33
java.rmi.activation.ActivationGroup	0.011881	0.000946	0.379085	0.480952	0.001013	6	10	33
java.rmi.activation.ActivationGroupDesc	0.005281	0.000445	0.607143	0.478371	0.000260	6	10	33
java.rmi.activation.ActivationGroupID	0.005281	0.000464	0.571429	0.478220	0.000689	6	10	33
java.rmi.activation.ActivationGroup_Stub	0.006601	0.000563	0.577778	0.478976	0.000444	6	10	33
java.rmi.activation.ActivationID	0.007921	0.000686	0.393939	0.479279	0.001799	6	10	33
java.rmi.activation.ActivationInstantiator	0.004620	0.000439	0.666667	0.326157	0.000001	6	10	33
java.rmi.activation.ActivationMonitor	0.003300	0.000349	0.400000	0.325456	0.000002	6	10	33
java.rmi.activation.ActivationSystem	0.005281	0.000500	0.500000	0.326298	0.000005	6	10	33
java.rmi.activation.Activator	0.001980	0.000247	0.333333	0.325247	0.000000	6	10	33
java.rmi.activation.UnknownGroupException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	33
java.rmi.activation.UnknownObjectException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	33
java.rmi.dgc.DGC	0.001980	0.000261	0.333333	0.325177	0.000004	6	43	34
java.rmi.dgc.Lease	0.003960	0.000389	0.666667	0.477466	0.000648	6	43	34
java.rmi.dgc.VMID	0.003960	0.000389	0.666667	0.477466	0.000648	6	43	34
java.rmi.registry.LocateRegistry	0.003960	0.000403	0.333333	0.477316	0.000221	6	10	35
java.rmi.registry.Registry	0.002640	0.000339	0.333333	0.470351	0.000073	6	10	35
java.rmi.registry.RegistryHandler	0.001320	0.000212	1.000000	0.469040	0.000000	6	10	35
java.rmi.server.ExportException	0.005941	0.000459	0.916667	0.477918	0.000000	1	1	36
java.rmi.server.LoaderHandler	0.003300	0.000304	1.000000	0.476715	0.000000	0	16	36
java.rmi.server.LogStream	0.005281	0.000417	0.642857	0.477918	0.000037	4	3	36
java.rmi.server.ObjID	0.003960	0.000361	0.600000	0.477316	0.000002	6	10	36
java.rmi.server.Operation	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	36
java.rmi.server.RMIClassLoader	0.003960	0.000358	0.933333	0.476865	0.000000	0	16	36
java.rmi.server.RMIClassLoaderSpi	0.003300	0.000315	1.000000	0.476715	0.000000	0	16	36
java.rmi.server.RMIClientSocketFactory	0.004620	0.000434	0.380952	0.470497	0.000004	6	10	36
java.rmi.server.RMIFailureHandler	0.001320	0.000193	0.000000	0.328206	0.000000	9	18	36
java.rmi.server.RMIServerSocketFactory	0.003960	0.000396	0.133333	0.326157	0.000004	6	10	36
java.rmi.server.RMISocketFactory	0.005281	0.000510	0.464286	0.477617	0.000808	9	18	36
java.rmi.server.RemoteCall	0.003300	0.000388	0.500000	0.325456	0.000250	6	10	36
java.rmi.server.RemoteObject	0.006601	0.000552	0.622222	0.478976	0.000203	6	10	36
java.rmi.server.RemoteObjectInvocationHandler	0.005281	0.000475	0.607143	0.478673	0.000205	6	10	36
java.rmi.server.RemoteRef	0.011221	0.000926	0.397059	0.480038	0.000704	6	10	36
java.rmi.server.RemoteServer	0.006601	0.000536	0.711111	0.479734	0.000211	6	10	36
java.rmi.server.RemoteStub	0.006601	0.000555	0.711111	0.479127	0.000193	6	10	36
java.rmi.server.ServerCloneException	0.005281	0.000419	0.964286	0.477767	0.000000	1	1	36
java.rmi.server.ServerNotActiveException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	36
java.rmi.server.ServerRef	0.006601	0.000589	0.555556	0.478824	0.000524	6	10	36
java.rmi.server.Skeleton	0.001320	0.000216	0.000000	0.247428	0.000002	6	10	36
java.rmi.server.SkeletonMismatchException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	36
java.rmi.server.SkeletonNotFoundException	0.005281	0.000414	0.928571	0.477767	0.000000	1	1	36
java.rmi.server.SocketSecurityException	0.005281	0.000418	0.964286	0.477767	0.000000	1	1	36
java.rmi.server.UID	0.003960	0.000378	0.466667	0.477015	0.000012	0	42	36
java.rmi.server.UnicastRemoteObject	0.007921	0.000645	0.545455	0.480038	0.000444	6	10	36
java.security.AccessControlContext	0.003960	0.000460	0.666667	0.477015	0.001320	0	36	37
java.security.AccessControlException	0.005281	0.000422	0.821429	0.477466	0.000001	1	1	37
java.security.AccessController	0.004620	0.000461	0.571429	0.477165	0.000023	0	36	37
java.security.AlgorithmParameterGenerator	0.004620	0.000416	0.714286	0.477316	0.000118	3	24	37
java.security.AlgorithmParameterGeneratorSpi	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	37
java.security.AlgorithmParameters	0.004620	0.000412	0.761905	0.477165	0.000117	3	24	37
java.security.AlgorithmParametersSpi	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	37
java.security.AllPermission	0.003300	0.000307	1.000000	0.476715	0.000000	0	9	37
java.security.AllPermissionCollection	0.004620	0.000387	0.761905	0.477165	0.000001	0	9	37
java.security.AuthProvider	0.009241	0.000652	0.483516	0.479127	0.000012	3	5	37
java.security.BasicPermission	0.010561	0.000845	0.533333	0.478673	0.000010	0	9	37
java.security.BasicPermissionCollection	0.004620	0.000387	0.761905	0.477165	0.000001	0	9	37
java.security.Certificate	0.005281	0.000464	0.535714	0.470351	0.000005	3	17	37
java.security.CodeSigner	0.003960	0.000352	0.933333	0.477015	0.000000	3	8	37
java.security.CodeSource	0.005941	0.000485	0.666667	0.477466	0.000002	0	9	37
java.security.DigestException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	37
java.security.DigestInputStream	0.003960	0.000359	0.866667	0.477165	0.000000	0	7	37
java.security.DigestOutputStream	0.003960	0.000360	0.866667	0.477316	0.000001	0	7	37
java.security.DomainCombiner	0.000660	0.000164	0.000000	0.323028	0.000000	0	36	37
java.security.GeneralSecurityException	0.014521	0.001054	0.476190	0.479886	0.000017	1	1	37
java.security.Guard	0.001980	0.000239	0.666667	0.465009	0.000000	0	9	37
java.security.GuardedObject	0.003300	0.000328	0.600000	0.476865	0.000013	0	0	37
java.security.Identity	0.005941	0.000504	0.638889	0.477617	0.000010	3	17	37
java.security.IdentityScope	0.005941	0.000506	0.611111	0.477466	0.000012	3	17	37
java.security.InvalidAlgorithmParameterException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	37
java.security.InvalidKeyException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	37
java.security.InvalidParameterException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	37
java.security.Key	0.004620	0.000417	0.380952	0.469913	0.000004	3	17	37
java.security.KeyException	0.005941	0.000468	0.888889	0.477617	0.000000	1	1	37
java.security.KeyFactory	0.005281	0.000469	0.392857	0.477316	0.000181	3	17	37
java.security.KeyFactorySpi	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	37
java.security.KeyManagementException	0.004620	0.000379	0.952381	0.477316	0.000000	1	1	37
java.security.KeyPair	0.005941	0.000510	0.527778	0.477617	0.000011	3	17	37
java.security.KeyPairGenerator	0.005281	0.000466	0.678571	0.477466	0.000119	3	24	37
java.security.KeyPairGeneratorSpi	0.004620	0.000424	0.714286	0.477316	0.000118	3	24	37
java.security.KeyRep	0.002640	0.000260	0.833333	0.476715	0.000000	0	0	37
java.security.KeyStore	0.007921	0.000604	0.484848	0.478522	0.000016	3	8	37
java.security.KeyStoreException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	37
java.security.KeyStoreSpi	0.005941	0.000478	0.472222	0.478069	0.000011	0	8	37
java.security.MessageDigest	0.005281	0.000462	0.642857	0.477918	0.000003	0	7	37
java.security.MessageDigestSpi	0.002640	0.000271	1.000000	0.476565	0.000000	0	0	37
java.security.NoSuchAlgorithmException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	37
java.security.NoSuchProviderException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	37
java.security.Permission	0.026403	0.002027	0.210256	0.482484	0.000149	0	9	37
java.security.PermissionCollection	0.020462	0.001558	0.303226	0.480952	0.000060	0	9	37
java.security.Permissions	0.004620	0.000387	0.761905	0.477165	0.000001	0	9	37
java.security.PermissionsEnumerator	0.003300	0.000306	0.700000	0.476715	0.000001	0	9	37
java.security.PermissionsHash	0.004620	0.000387	0.761905	0.477165	0.000001	0	9	37
java.security.Policy	0.005281	0.000440	0.785714	0.477165	0.000001	0	9	37
java.security.PolicySpi	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	37
java.security.Principal	0.007921	0.000722	0.348485	0.477165	0.000895	3	17	37
java.security.PrivateKey	0.006601	0.000632	0.266667	0.470789	0.000016	3	17	37
java.security.PrivilegedAction	0.002640	0.000308	0.500000	0.465295	0.000001	3	36	37
java.security.PrivilegedActionException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	37
java.security.PrivilegedExceptionAction	0.002640	0.000308	0.500000	0.465295	0.000001	0	36	37
java.security.ProtectionDomain	0.005941	0.000497	0.694444	0.477316	0.000005	0	9	37
java.security.Provider	0.019142	0.001365	0.275862	0.481870	0.000093	3	24	37
java.security.ProviderException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	37
java.security.PublicKey	0.013201	0.001098	0.200000	0.473290	0.000060	3	17	37
java.security.SecureClassLoader	0.005281	0.000431	0.857143	0.477466	0.000001	0	16	37
java.security.SecureRandom	0.006601	0.000604	0.555556	0.477918	0.001308	3	24	37
java.security.SecureRandomSpi	0.002640	0.000260	0.833333	0.476715	0.000000	0	0	37
java.security.Security	0.003960	0.000334	0.733333	0.477015	0.000002	3	5	37
java.security.SecurityPermission	0.003960	0.000352	1.000000	0.476865	0.000000	0	9	37
java.security.Signature	0.008581	0.000706	0.410256	0.478976	0.000150	3	24	37
java.security.SignatureException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	37
java.security.SignatureSpi	0.002640	0.000268	1.000000	0.476715	0.000000	0	24	37
java.security.SignedObject	0.004620	0.000407	0.571429	0.477316	0.000008	3	17	37
java.security.Signer	0.005941	0.000515	0.638889	0.477316	0.000013	3	17	37
java.security.Timestamp	0.004620	0.000395	0.857143	0.477466	0.000001	3	8	37
java.security.URIParameter	0.002640	0.000270	1.000000	0.477015	0.000000	0	20	37
java.security.UnrecoverableEntryException	0.005281	0.000422	0.928571	0.477466	0.000000	1	1	37
java.security.UnrecoverableKeyException	0.004620	0.000380	0.952381	0.477316	0.000000	1	1	37
java.security.UnresolvedPermission	0.003960	0.000346	0.933333	0.477015	0.000000	0	9	37
java.security.UnresolvedPermissionCollection	0.004620	0.000387	0.761905	0.477165	0.000001	0	9	37
java.security.acl.Acl	0.003960	0.000438	0.466667	0.469767	0.000443	3	17	38
java.security.acl.AclEntry	0.004620	0.000436	0.476190	0.476415	0.000020	3	17	38
java.security.acl.AclNotFoundException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	38
java.security.acl.Group	0.002640	0.000273	0.666667	0.475817	0.000001	0	17	38
java.security.acl.LastOwnerException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	38
java.security.acl.NotOwnerException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	38
java.security.acl.Owner	0.001320	0.000212	1.000000	0.323303	0.000000	3	17	38
java.security.acl.Permission	0.002640	0.000296	0.833333	0.475966	0.000004	3	17	38
java.security.cert.CRL	0.005941	0.000492	0.638889	0.477466	0.000011	3	8	39
java.security.cert.CRLException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	39
java.security.cert.CRLSelector	0.003960	0.000367	0.333333	0.465438	0.000008	3	8	39
java.security.cert.CertPath	0.009901	0.000773	0.390476	0.478824	0.000030	3	8	39
java.security.cert.CertPathBuilder	0.003960	0.000368	0.533333	0.477015	0.000017	3	8	39
java.security.cert.CertPathBuilderException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	39
java.security.cert.CertPathBuilderResult	0.003960	0.000379	0.333333	0.465867	0.000009	3	8	39
java.security.cert.CertPathBuilderSpi	0.003300	0.000328	0.500000	0.476865	0.000016	3	8	39
java.security.cert.CertPathHelperImpl	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	39
java.security.cert.CertPathParameters	0.004620	0.000433	0.238095	0.465581	0.000009	3	8	39
java.security.cert.CertPathValidator	0.004620	0.000415	0.523810	0.477165	0.000019	3	8	39
java.security.cert.CertPathValidatorException	0.005281	0.000419	0.821429	0.477466	0.000001	1	1	39
java.security.cert.CertPathValidatorResult	0.003300	0.000332	0.300000	0.465581	0.000007	3	8	39
java.security.cert.CertPathValidatorSpi	0.003960	0.000375	0.533333	0.477015	0.000018	3	8	39
java.security.cert.CertSelector	0.005281	0.000446	0.357143	0.466010	0.000009	3	8	39
java.security.cert.CertStore	0.006601	0.000540	0.444444	0.477767	0.000030	3	8	39
java.security.cert.CertStoreException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	39
java.security.cert.CertStoreParameters	0.003960	0.000387	0.266667	0.465438	0.000008	3	8	39
java.security.cert.CertStoreSpi	0.004620	0.000414	0.333333	0.477316	0.000026	3	8	39
java.security.cert.Certificate	0.010561	0.000794	0.391667	0.478824	0.000026	3	8	39
java.security.cert.CertificateEncodingException	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	39
java.security.cert.CertificateException	0.007261	0.000560	0.800000	0.477918	0.000001	1	1	39
java.security.cert.CertificateExpiredException	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	39
java.security.cert.CertificateFactory	0.007261	0.000550	0.527273	0.478220	0.000008	3	8	39
java.security.cert.CertificateFactorySpi	0.006601	0.000510	0.533333	0.478069	0.000007	3	8	39
java.security.cert.CertificateNotYetValidException	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	39
java.security.cert.CertificateParsingException	0.004620	0.000378	0.952381	0.477316	0.000000	1	1	39
java.security.cert.CollectionCertStoreParameters	0.003300	0.000315	0.500000	0.477015	0.000010	3	0	39
java.security.cert.LDAPCertStoreParameters	0.002640	0.000277	0.666667	0.476715	0.000009	0	0	39
java.security.cert.PKIXBuilderParameters	0.007261	0.000558	0.563636	0.478069	0.000013	3	8	39
java.security.cert.PKIXCertPathBuilderResult	0.005941	0.000520	0.555556	0.477466	0.000019	3	17	39
java.security.cert.PKIXCertPathChecker	0.005941	0.000461	0.500000	0.477617	0.000019	3	8	39
java.security.cert.PKIXCertPathValidatorResult	0.005281	0.000477	0.571429	0.477316	0.000019	3	17	39
java.security.cert.PKIXParameters	0.007921	0.000611	0.484848	0.478220	0.000024	3	8	39
java.security.cert.PolicyNode	0.003300	0.000312	0.400000	0.472257	0.000003	3	17	39
java.security.cert.PolicyQualifierInfo	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	39
java.security.cert.TrustAnchor	0.004620	0.000411	0.809524	0.477015	0.000002	3	17	39
java.security.cert.X509CRL	0.008581	0.000673	0.512821	0.478673	0.000020	3	8	39
java.security.cert.X509CRLEntry	0.005281	0.000441	0.678571	0.477767	0.000007	3	8	39
java.security.cert.X509CRLSelector	0.005941	0.000490	0.583333	0.478069	0.000015	3	8	39
java.security.cert.X509CertSelector	0.007261	0.000561	0.509091	0.478371	0.000020	3	8	39
java.security.cert.X509Certificate	0.010561	0.000798	0.433333	0.479430	0.000037	3	8	39
java.security.cert.X509Extension	0.003300	0.000307	0.800000	0.470789	0.000001	3	8	39
java.security.interfaces.DSAKey	0.001980	0.000309	0.666667	0.320161	0.000000	11	12	40
java.security.interfaces.DSAKeyPairGenerator	0.001320	0.000224	0.000000	0.324064	0.000002	11	24	40
java.security.interfaces.DSAParams	0.003960	0.000523	0.333333	0.326649	0.000031	11	12	40
java.security.interfaces.DSAPrivateKey	0.003300	0.000404	0.400000	0.469767	0.000812	11	12	40
java.security.interfaces.DSAPublicKey	0.003300	0.000397	0.400000	0.469767	0.000815	11	12	40
java.security.interfaces.ECKey	0.001980	0.000279	0.666667	0.324064	0.000000	11	12	40
java.security.interfaces.ECPrivateKey	0.003300	0.000375	0.500000	0.469767	0.000266	11	12	40
java.security.interfaces.ECPublicKey	0.003300	0.000372	0.500000	0.469476	0.000263	11	12	40
java.security.interfaces.RSAKey	0.001980	0.000281	0.666667	0.326157	0.000000	11	12	40
java.security.interfaces.RSAMultiPrimePrivateCrtKey	0.001980	0.000255	1.000000	0.469186	0.000000	11	12	40
java.security.interfaces.RSAPrivateCrtKey	0.001980	0.000255	1.000000	0.469186	0.000000	11	12	40
java.security.interfaces.RSAPrivateKey	0.003960	0.000467	0.466667	0.469622	0.000256	11	12	40
java.security.interfaces.RSAPublicKey	0.002640	0.000315	0.500000	0.469331	0.000255	11	12	40
java.security.spec.AlgorithmParameterSpec	0.007261	0.000687	0.054545	0.326368	0.000013	3	24	41
java.security.spec.DSAParameterSpec	0.003960	0.000398	0.466667	0.477617	0.000597	11	12	41
java.security.spec.DSAPrivateKeySpec	0.003300	0.000327	0.600000	0.477165	0.000163	11	12	41
java.security.spec.DSAPublicKeySpec	0.003300	0.000327	0.600000	0.477165	0.000163	11	12	41
java.security.spec.ECField	0.001980	0.000274	0.000000	0.323580	0.000001	11	12	41
java.security.spec.ECFieldF2m	0.003300	0.000348	0.600000	0.477165	0.000438	11	12	41
java.security.spec.ECFieldFp	0.003300	0.000348	0.600000	0.477165	0.000438	11	12	41
java.security.spec.ECGenParameterSpec	0.002640	0.000275	0.500000	0.476715	0.000116	0	24	41
java.security.spec.ECParameterSpec	0.007921	0.000749	0.424242	0.478673	0.000935	11	12	41
java.security.spec.ECPoint	0.004620	0.000441	0.761905	0.477767	0.000008	11	12	41
java.security.spec.ECPrivateKeySpec	0.003960	0.000380	0.666667	0.477617	0.000165	11	12	41
java.security.spec.ECPublicKeySpec	0.003960	0.000385	0.666667	0.477316	0.000164	11	12	41
java.security.spec.EllipticCurve	0.003960	0.000401	0.666667	0.477617	0.000442	11	12	41
java.security.spec.EncodedKeySpec	0.003960	0.000397	0.600000	0.477015	0.000164	0	0	41
java.security.spec.InvalidKeySpecException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	41
java.security.spec.InvalidParameterSpecException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	41
java.security.spec.KeySpec	0.005281	0.000534	0.000000	0.324898	0.000006	11	12	41
java.security.spec.MGF1ParameterSpec	0.002640	0.000275	0.500000	0.476715	0.000116	0	24	41
java.security.spec.PKCS8EncodedKeySpec	0.002640	0.000278	1.000000	0.476715	0.000000	0	0	41
java.security.spec.PSSParameterSpec	0.002640	0.000275	0.500000	0.476715	0.000116	0	24	41
java.security.spec.RSAKeyGenParameterSpec	0.003300	0.000323	0.600000	0.477165	0.000118	11	0	41
java.security.spec.RSAMultiPrimePrivateCrtKeySpec	0.003300	0.000324	1.000000	0.477165	0.000000	11	12	41
java.security.spec.RSAOtherPrimeInfo	0.002640	0.000270	1.000000	0.476865	0.000000	11	0	41
java.security.spec.RSAPrivateCrtKeySpec	0.003300	0.000324	1.000000	0.477165	0.000000	11	12	41
java.security.spec.RSAPrivateKeySpec	0.004620	0.000437	0.666667	0.477466	0.000165	11	12	41
java.security.spec.RSAPublicKeySpec	0.003300	0.000327	0.600000	0.477165	0.000163	11	12	41
java.security.spec.X509EncodedKeySpec	0.002640	0.000278	1.000000	0.476715	0.000000	0	0	41
java.sql.Array	0.005941	0.000467	0.583333	0.476715	0.000005	8	13	42
java.sql.BatchUpdateException	0.005281	0.000412	0.785714	0.477617	0.000001	1	1	42
java.sql.Blob	0.005281	0.000429	0.357143	0.335400	0.000002	8	13	42
java.sql.CallableStatement	0.016502	0.001164	0.376667	0.480495	0.000205	8	13	42
java.sql.ClientInfoStatus	0.002640	0.000267	1.000000	0.476565	0.000000	0	0	42
java.sql.Clob	0.007921	0.000594	0.545455	0.471229	0.000004	8	13	42
java.sql.Connection	0.013201	0.001015	0.321053	0.479279	0.000235	8	13	42
java.sql.DataTruncation	0.005941	0.000453	0.833333	0.477767	0.000001	1	1	42
java.sql.DatabaseMetaData	0.004620	0.000407	0.761905	0.477165	0.000005	8	13	42
java.sql.Date	0.005941	0.000467	0.583333	0.477767	0.000005	8	13	42
java.sql.Driver	0.002640	0.000267	1.000000	0.469913	0.000000	8	28	42
java.sql.DriverInfo	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	42
java.sql.DriverManager	0.005941	0.000476	0.638889	0.477767	0.000009	8	28	42
java.sql.DriverPropertyInfo	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	42
java.sql.DriverService	0.002640	0.000287	0.666667	0.476565	0.000010	0	36	42
java.sql.NClob	0.007921	0.000594	0.545455	0.471229	0.000004	8	13	42
java.sql.ParameterMetaData	0.003960	0.000350	0.800000	0.477015	0.000004	8	13	42
java.sql.PreparedStatement	0.016502	0.001171	0.376667	0.480342	0.000200	8	13	42
java.sql.Ref	0.005281	0.000424	0.571429	0.476565	0.000005	8	13	42
java.sql.ResultSet	0.017162	0.001215	0.341538	0.480647	0.000218	8	13	42
java.sql.ResultSetMetaData	0.004620	0.000389	0.857143	0.477165	0.000004	8	13	42
java.sql.RowId	0.004620	0.000386	0.619048	0.476265	0.000003	8	13	42
java.sql.RowIdLifetime	0.003300	0.000316	0.900000	0.476715	0.000000	8	0	42
java.sql.SQLClientInfoException	0.005941	0.000450	0.638889	0.477918	0.000003	1	1	42
java.sql.SQLData	0.001980	0.000226	0.666667	0.469040	0.000000	8	13	42
java.sql.SQLDataException	0.005941	0.000453	0.833333	0.477767	0.000001	1	1	42
